subject_id,year_in_study,record_date,sleep_location,specific_sleep_location,bed_filling,bed_filling_specify,foam_bed,furniture_finish,furniture_finish_specify,floor_finish,floor_finish_specify,crate_material,crate_material_specify,bedding_material,bedding_material_specify,dog_bed_filling,dog_bed_filling_specify,dog_house_bedding,dog_house_bedding_specify,dog_house_material,dog_house_material_specify,dog_bed_foam,natural_surface,natural_surface_specify
grls7AXC61II,7,2020-02,In the house,On a dog bed,Other,Hammock/Sling,,,,,,,,,,,,,,,,,,
grls7BDL80OO,0,2012-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7BDL80OO,1,2013-08,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7BDL80OO,1,2013-08,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7BDL80OO,2,2014-10,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7BDL80OO,2,2014-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7BDL80OO,3,2015-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7BDL80OO,3,2015-11,In the house,On a dog bed,Cedar fill,,,,,,,,,,,,,,,,,,,
grls7BDL80OO,4,2016-10,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7BDL80OO,5,2017-11,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7BDL80OO,5,2017-11,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7BDL80OO,6,2018-10,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7BDL80OO,7,2019-10,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7BDL80OO,7,2019-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7CEE0QXX,0,2014-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7CEE0QXX,2,2016-09,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7CEE0QXX,2,2016-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7CEE0QXX,3,2017-08,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7CEE0QXX,3,2017-08,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7CEE0QXX,4,2018-09,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7CEE0QXX,4,2018-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7DIQZ866,0,2014-11,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grls7DIQZ866,1,2015-10,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7DIQZ866,1,2015-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7DIQZ866,3,2017-05,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7DIQZ866,3,2017-05,In the house,On the floor,,,,,,Other,Slate,,,,,,,,,,,,,
grls7DIQZ866,3,2017-05,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7DIQZ866,3,2017-05,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7DIQZ866,3,2017-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7DIQZ866,4,2018-05,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7DIQZ866,4,2018-05,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7DIQZ866,4,2018-05,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7DIQZ866,4,2018-05,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7DIQZ866,4,2018-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7DIQZ866,5,2019-05,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7DIQZ866,5,2019-05,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7DIQZ866,5,2019-05,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7DIQZ866,5,2019-05,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7DIQZ866,5,2019-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7DIQZ866,5,2019-05,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7DIQZ866,6,2020-05,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7DIQZ866,6,2020-05,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7DIQZ866,6,2020-05,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7DIQZ866,6,2020-05,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7DIQZ866,6,2020-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7DIQZ866,7,2021-05,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7DIQZ866,7,2021-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7DPE0X77,0,2013-04,In the house,On floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7DZ7OJBB,0,2014-04,In the house,Furniture,,,,,,,,,,,,,,,,,,,,
grls7DZ7OJBB,1,2015-03,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7DZ7OJBB,4,2019-02,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7EDP799,0,2013-10,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grls7EDP799,1,2014-12,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7EDP799,2,2015-12,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7EDP799,2,2015-12,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7EDP799,3,2017-01,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7EDP799,3,2017-01,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7EDP799,4,2018-02,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7EDP799,4,2018-02,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7EG892QQ,0,2014-03,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grls7EG892QQ,1,2015-02,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Natural surface,,,,,,,,,Other,Plastic
grls7EG892QQ,1,2015-02,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Other,Plastic,,,,,,,,,
grls7EG892QQ,2,2016-02,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Other,Sherpa,,,,,,,
grls7EG892QQ,3,2017-04,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7EG892QQ,3,2017-04,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7EG892QQ,4,2018-06,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7EG892QQ,5,2019-03,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7EG892QQ,5,2019-03,In the house,,,,,,,,,,,,,,,,,,,,,
grls7EG892QQ,6,2020-07,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7EG892QQ,7,2021-03,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7EQ7E0EE,0,2014-03,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grls7EQ7E0EE,1,2015-04,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7EQ7E0EE,1,2015-04,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grls7EQ7E0EE,2,2016-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7EQ7E0EE,2,2016-03,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grls7EQ7E0EE,3,2017-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7EQ7E0EE,3,2017-03,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7EQ7E0EE,3,2017-03,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grls7EQ7E0EE,3,2017-03,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7EQ7E0EE,3,2017-03,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grls7EQ7E0EE,4,2018-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7EQ7E0EE,4,2018-03,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7EQ7E0EE,4,2018-03,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7EQ7E0EE,4,2018-03,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grls7EQ7E0EE,4,2018-03,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grls7EQ7E0EE,5,2019-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7EQ7E0EE,5,2019-03,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7EQ7E0EE,5,2019-03,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7EQ7E0EE,5,2019-03,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grls7EQ7E0EE,5,2019-03,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grls7EQ7E0EE,6,2020-05,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7EQ7E0EE,6,2020-05,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grls7EQ7E0EE,6,2020-05,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7EQ7E0EE,6,2020-05,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grls7EQ7E0EE,6,2020-05,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7EQ7E0EE,7,2021-03,In the house,On a dog bed,Foam,,,,,,,,,,,,,,,,,,,
grls7EQ7E0EE,7,2021-03,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7EQ7E0EE,7,2021-03,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7EQ7E0EE,7,2021-03,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grls7EYMKCMM,0,2014-06,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grls7EYMKCMM,1,2015-07,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Other,Plastic,,,,,,,,,
grls7EYMKCMM,1,2015-07,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Other,Plastic,,,,,,,,,
grls7EYMKCMM,2,2016-06,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7EYMKCMM,3,2017-06,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7EYMKCMM,4,2018-06,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7EYMKCMM,5,2019-07,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7EYMKCMM,7,2021-06,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7EYMKCMM,7,2021-06,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7EYMKCMM,7,2021-06,In the house,On the floor,,,,,,,,,,,,,,,,,,,,
grls7F8IVQ55,0,2013-03,In the house,Furniture,,,,,,,,,,,,,,,,,,,,
grls7F8IVQ55,1,2014-05,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7F8IVQ55,1,2014-05,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7F8IVQ55,2,2015-05,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7FLU3VQQ,0,2014-06,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grls7FLU3VQQ,1,2015-06,In the house,Confined to a crate/kennel,,,,,,,,Plastic,,None,,,,,,,,,,
grls7FLU3VQQ,2,2016-06,In the house,Confined to a crate/kennel,,,,,,,,Plastic,,None,,,,,,,,,,
grls7FLU3VQQ,3,2017-07,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7FLU3VQQ,4,2018-07,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7FLU3VQQ,5,2019-07,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7FLU3VQQ,5,2019-07,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7FLU3VQQ,6,2020-09,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7FLU3VQQ,6,2020-09,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grls7FLU3VQQ,6,2020-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7FLU3VQQ,7,2021-07,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7HU5QE00,0,2014-05,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grls7HU5QE00,1,2015-04,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Other,Rubber,,,,,,,,,
grls7HU5QE00,1,2015-04,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7I2V5P33,0,2014-06,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grls7I2V5P33,1,2015-07,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7I2V5P33,1,2015-07,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7I2V5P33,2,2016-07,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7I2V5P33,2,2016-07,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7I2V5P33,3,2017-06,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7I2V5P33,3,2017-06,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7I2V5P33,3,2017-06,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7I2V5P33,3,2017-06,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7I2V5P33,4,2018-06,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7I2V5P33,4,2018-06,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7I2V5P33,4,2018-06,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7I2V5P33,4,2018-06,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7I2V5P33,5,2019-07,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7I2V5P33,5,2019-07,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7I2V5P33,5,2019-07,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7I2V5P33,5,2019-07,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7I2V5P33,5,2019-07,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7I2V5P33,5,2019-07,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7I2V5P33,5,2019-07,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7I2V5P33,6,2020-07,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7I2V5P33,6,2020-07,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7I2V5P33,6,2020-07,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7I2V5P33,6,2020-07,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7I2V5P33,7,2021-07,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7I2V5P33,7,2021-07,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7I9S01RR,0,2014-01,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grls7I9S01RR,1,2015-01,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7I9S01RR,1,2015-01,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Polyester fill,,,,,,,,
grls7I9S01RR,2,2016-02,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grls7I9S01RR,3,2017-03,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7I9S01RR,3,2017-03,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Polyester fill,,,,,,,,
grls7I9S01RR,4,2018-04,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grls7I9S01RR,5,2019-03,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7I9S01RR,5,2019-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7J2S3MM,0,2014-06,In the house,On floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7J2S3MM,1,2015-06,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7J2S3MM,2,2016-07,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7J2S3MM,3,2017-07,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7J2S3MM,3,2017-07,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7J2S3MM,4,2018-06,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7J2S3MM,5,2019-06,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7J2S3MM,7,2021-06,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7K5JPQDD,0,2015-01,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grls7K6Z7LXX,0,2012-09,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grls7K6Z7LXX,1,2014-02,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7K6Z7LXX,1,2014-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7K6Z7LXX,2,2015-03,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grls7K6Z7LXX,2,2015-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7K6Z7LXX,3,2016-03,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grls7K6Z7LXX,3,2016-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7K6Z7LXX,3,2016-03,In the house,On the floor,,,,,,Other,Tile,,,,,,,,,,,,,
grls7K6Z7LXX,3,2016-03,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7K6Z7LXX,3,2016-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7K7O3OJJ,0,2013-04,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grls7K7O3OJJ,1,2014-04,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7K7O3OJJ,1,2014-04,In the house,On a dog bed,Other,Mattress,,,,,,,,,,,,,,,,,,
grls7K7O3OJJ,2,2015-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7K7O3OJJ,2,2015-05,In the house,On a dog bed,Other,Mattress,,,,,,,,,,,,,,,,,,
grls7K7O3OJJ,3,2016-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7K7O3OJJ,3,2016-05,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7K7O3OJJ,3,2016-05,In the house,On a dog bed,Other,Mattress,,,,,,,,,,,,,,,,,,
grls7K7O3OJJ,4,2017-04,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7K7O3OJJ,4,2017-04,In the house,On the floor,,,,,,Other,Rug,,,,,,,,,,,,,
grls7K7O3OJJ,4,2017-04,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7K7O3OJJ,4,2017-04,In the house,On a dog bed,Other,"Foam, Mattress",,,,,,,,,,,,,,,,,,
grls7K7O3OJJ,5,2018-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7K7O3OJJ,5,2018-05,In the house,On furniture,,,,Other,"Cloth protector, Leather",,,,,,,,,,,,,,,
grls7K7O3OJJ,5,2018-05,In the house,On a dog bed,Other,Mattress,,,,,,,,,,,,,,,,,,
grls7K7O3OJJ,5,2018-05,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7K7O3OJJ,6,2019-04,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7K7O3OJJ,6,2019-04,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7K7O3OJJ,6,2019-04,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7K7O3OJJ,6,2019-04,In the house,On a dog bed,Other,Mattress,,,,,,,,,,,,,,,,,,
grls7K7O3OJJ,6,2019-04,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7K7O3OJJ,7,2020-05,In the house,On a dog bed,Other,Mattress,,,,,,,,,,,,,,,,,,
grls7K7O3OJJ,7,2020-05,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7K7O3OJJ,7,2020-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7K7O3OJJ,7,2020-05,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7K7O3OJJ,7,2020-05,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7K7O3OJJ,7,2020-05,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7KYQ7C99,0,2014-04,In the house,On floor,,,,,,Tile,,,,,,,,,,,,,,
grls7L0Z2HRR,0,2014-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7L0Z2HRR,1,2016-01,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7L0Z2HRR,1,2016-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7L0Z2HRR,2,2017-01,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7L0Z2HRR,2,2017-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7L0Z2HRR,3,2018-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7L0Z2HRR,4,2019-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7L0Z2HRR,5,2020-02,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7L0Z2HRR,5,2020-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7L0Z2HRR,6,2021-02,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7L0Z2HRR,6,2021-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7L0Z2HRR,7,2022-02,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grls7L0Z2HRR,7,2022-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7L9I19SS,0,2013-09,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grls7L9I19SS,1,2014-08,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grls7L9I19SS,1,2014-08,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7L9I19SS,2,2015-09,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7L9I19SS,2,2015-09,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7L9I19SS,3,2016-09,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7L9I19SS,3,2016-09,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7L9I19SS,4,2017-09,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7L9I19SS,4,2017-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7L9I19SS,4,2017-09,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7L9I19SS,5,2018-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7L9I19SS,5,2018-09,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7L9I19SS,5,2018-09,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7L9I19SS,5,2018-09,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7L9I19SS,6,2019-09,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7L9I19SS,6,2019-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7L9I19SS,7,2020-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7L9I19SS,7,2020-09,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7L9I19SS,7,2020-09,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grls7LGGK899,0,2014-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7LGGK899,1,2015-09,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7LGGK899,1,2015-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7LGGK899,2,2016-04,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7LGGK899,3,2017-04,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7LGGK899,3,2017-04,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7LGGK899,4,2018-04,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Polyester fill,,,,,,,,
grls7LGGK899,4,2018-04,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7LGGK899,5,2019-04,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7LGGK899,5,2019-04,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7LGGK899,6,2020-05,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7LGGK899,7,2021-05,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grls7LGGK899,7,2021-05,In the house,Confined to a crate/kennel,,,,,,,,Metal,,None,,,,,,,,,,
grls7LKAEOGG,0,2014-11,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grls7LKAEOGG,1,2016-01,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Polyester fill,,,,,,,,
grls7LU6VQWW,0,2014-05,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grls7LU6VQWW,1,2015-05,Outside,Confined to a crate/kennel,,,,,,,,Wood,,Dog bed,,Foam,,,,,,With a cover,,
grls7LU6VQWW,1,2015-05,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grls7M2P3822,0,2014-08,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grls7M2P3822,1,2015-07,In the house,On a dog bed,Cedar fill,,,,,,,,,,,,,,,,,,,
grls7M2P3822,2,2016-07,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grls7M2P3822,2,2016-07,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grls7M2P3822,3,2017-07,In the house,On a dog bed,Cedar fill,,,,,,,,,,,,,,,,,,,
grls7M2P3822,3,2017-07,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
