subject_id,year_in_study,record_date,height,height_units,weight,weight_units,temperature,pulse,respiratory_rate,respiratory_rate_category,appetite,attitude,purina_body_condition_score,body_fat_index,feces,feces_abnormal_specify,urination,urination_abnormal_specify,capillary_refill,capillary_refill_not_evaluated,hydration_status,dehydrated_percent,overhydrated_percent,mucous_membrane_not_evaluated,mucous_membrane_normal,mucous_membrane_pale,mucous_membrane_injected,mucous_membrane_icteric,mucous_membrane_petechiae,mucous_membrane_cyanotic
grls3RQFZX,5.0,2019-10,24.0,in,66.2,lb,101.4,110,,Panting (>60 breaths/minute),Normal,Normal,7.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3RQFZX,6.0,2020-10,,,28.03,lb,101.4,90,36,Breaths/minute,Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3RQFZX,8.0,2022-09,,,34.93,lb,101.4,96,,Not Evaluated,Normal,Normal,6,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3RTA1QFF,0.0,2014-01,20.0,in,44.0,lb,100.8,120,20.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3RTA1QFF,1.0,2015-01,21.0,in,66.0,lb,101.4,80,,Panting (>60 breaths/minute),Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3RTA1QFF,2.0,2016-01,20.08,in,97.2,lb,101.2,120,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3RTA1QFF,3.0,2017-01,22.05,in,95.0,lb,102.3,120,,Panting (>60 breaths/minute),Normal,Normal,4.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3RTA1QFF,4.0,2018-01,19.69,in,63.2,lb,100.5,104,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3RTA1QFF,5.0,2019-01,24.0,in,64.9,lb,99.7,120,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3RTA1QFF,6.0,2020-01,23.0,in,65.0,lb,103.5,120,,Panting (>60 breaths/minute),Normal,Normal,4.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3RTA1QFF,7.0,2021-01,,,33.84,lb,103.2,120,,Panting (>60 breaths/minute),Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3RTA1QFF,8.0,2022-01,,,31.12,lb,102.5,140,,Panting (>60 breaths/minute),Normal,Normal,4,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3S4N0Q33,0.0,2014-06,27.0,in,68.34,lb,101.7,92,36.0,Breaths/minute,Normal,Normal,,30,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3S4N0Q33,1.0,2015-12,22.44,in,79.0,lb,102.1,80,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,,1.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3S4N0Q33,2.0,2016-05,24.02,in,79.0,lb,101.7,72,24.0,Breaths/minute,Normal,Normal,,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3S4N0Q33,3.0,2017-05,22.44,in,76.0,lb,102.8,100,20.0,Breaths/minute,Normal,Normal,6.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3S4N0Q33,4.0,2018-05,24.41,in,79.0,lb,100.9,88,40.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3S4N0Q33,5.0,2019-05,21.26,in,81.0,lb,102.4,92,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3S4N0Q33,6.0,2020-05,23.0,in,82.0,lb,101.2,110,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3S4N0Q33,7.0,2021-05,,,24.77,lb,100.4,100,70,Breaths/minute,Normal,Normal,6,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3S4N0Q33,8.0,2022-05,,,25.54,lb,99,100,20,Breaths/minute,Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3SN3WPJJ,0.0,2012-10,22.0,in,50.0,lb,102.0,120,37.0,Breaths/minute,Normal,Normal,,20,Not Evaluated,,Not Evaluated,,,1.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3SN3WPJJ,1.0,2013-08,23.5,in,60.5,lb,102.0,120,,Panting (>60 breaths/minute),Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3SN3WPJJ,2.0,2014-07,23.0,in,56.0,lb,102.6,108,,Panting (>60 breaths/minute),Not Evaluated,Normal,,20,Normal,,Not Evaluated,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3SN3WPJJ,3.0,2015-08,22.44,in,61.5,lb,102.6,96,,Panting (>60 breaths/minute),Normal,Normal,4.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3SN3WPJJ,4.0,2016-07,22.44,in,61.0,lb,101.4,120,,Panting (>60 breaths/minute),Not Evaluated,Normal,4.0,,Normal,,Not Evaluated,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3SN3WPJJ,5.0,2017-06,22.83,in,59.2,lb,102.5,120,,Panting (>60 breaths/minute),Not Evaluated,Normal,4.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3SN3WPJJ,6.0,2018-07,23.23,in,59.0,lb,103.3,90,,Panting (>60 breaths/minute),Normal,Normal,4.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3SN3WPJJ,7.0,2019-06,22.25,in,66.5,lb,101.4,90,,Panting (>60 breaths/minute),Normal,Normal,4.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3SN3WPJJ,8.0,2020-09,,,20.14,lb,100.1,90,20,Breaths/minute,Normal,Normal,4,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3T5R8MRR,0.0,2015-01,23.62,in,52.5,lb,100.6,140,36.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3T5R8MRR,1.0,2016-02,,,77.2,lb,101.6,110,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Abnormal,"pyelonpehritis, pupd",1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3T5R8MRR,2.0,2017-01,,,68.8,lb,101.1,130,24.0,Breaths/minute,Normal,Normal,,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3T5R8MRR,3.0,2018-01,,,67.4,lb,103.0,110,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3T5R8MRR,4.0,2019-01,,,58.0,lb,101.1,130,,Panting (>60 breaths/minute),Normal,Normal,8.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3T5R8MRR,5.0,2020-03,,,67.0,lb,100.7,130,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3T5R8MRR,6.0,2021-01,,,22.77,lb,102.9,120,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3T5R8MRR,7.0,2022-02,,,24.36,lb,103.4,125,,Panting (>60 breaths/minute),Normal,Normal,6,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3TP3YZQQ,0.0,2013-06,24.0,in,83.0,lb,103.6,96,36.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3TP3YZQQ,1.0,2014-04,22.0,in,76.0,lb,103.8,120,,Panting (>60 breaths/minute),Normal,Normal,,40,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3TP3YZQQ,2.0,2015-05,23.5,in,74.0,lb,101.4,120,,Panting (>60 breaths/minute),Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3TP3YZQQ,3.0,2016-05,23.62,in,74.5,lb,102.4,90,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3TP3YZQQ,4.0,2017-05,23.62,in,64.7,lb,103.5,102,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3TP3YZQQ,5.0,2018-06,23.62,in,65.0,lb,102.1,108,,Panting (>60 breaths/minute),Normal,Normal,6.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3TP3YZQQ,6.0,2019-07,24.5,in,63.0,lb,101.5,96,,Panting (>60 breaths/minute),Normal,Normal,6.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U1GQWCC,0.0,2013-06,22.44,in,60.4,lb,101.5,84,20.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3U1GQWCC,1.0,2015-12,20.75,in,60.1,lb,102.0,96,,Panting (>60 breaths/minute),Normal,Normal,,20,Normal,,Normal,,5.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U1GQWCC,2.0,2015-06,21.0,in,50.9,lb,101.1,108,30.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,,1.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U1GQWCC,3.0,2016-07,25.0,in,55.0,lb,102.1,96,24.0,Breaths/minute,Normal,Normal,4.0,,Normal,,Normal,,,1.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U1GQWCC,4.0,2017-07,25.59,in,73.0,lb,101.0,91,18.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,,1.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U1GQWCC,5.0,2018-06,26.0,in,65.0,lb,101.0,98,15.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,,1.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U1GQWCC,6.0,2019-07,25.5,in,65.0,lb,101.1,90,,Panting (>60 breaths/minute),Normal,Normal,6.0,,Normal,,Normal,,,1.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U1GQWCC,7.0,2020-06,24.25,in,74.5,lb,101.9,110,28.0,Breaths/minute,Normal,Normal,6.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U1GQWCC,8.0,2021-08,,,36.42,lb,101.5,160,,Panting (>60 breaths/minute),Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3U5V4NBB,0.0,2013-10,21.0,in,58.4,lb,101.8,108,37.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3U5V4NBB,2.0,2015-09,26.75,in,77.6,lb,103.6,128,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U5V4NBB,3.0,2016-10,27.5,in,73.3,lb,102.6,120,,Panting (>60 breaths/minute),Not Evaluated,Normal,6.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U5V4NBB,4.0,2017-10,20.5,in,79.2,lb,103.0,100,,Panting (>60 breaths/minute),Normal,Normal,7.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U5V4NBB,5.0,2018-12,23.0,in,72.0,lb,101.8,120,,Panting (>60 breaths/minute),Normal,Normal,6.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U5V4NBB,6.0,2019-11,23.0,in,76.9,lb,102.2,108,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U5V4NBB,7.0,2021-03,,,34.61,lb,102.2,116,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3U64NSUU,0.0,2013-04,22.0,in,47.0,lb,101.4,150,30.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3U64NSUU,1.0,2014-04,24.5,in,55.0,lb,101.8,80,,Panting (>60 breaths/minute),Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U64NSUU,2.0,2015-05,24.02,in,68.8,lb,100.6,90,35.0,Breaths/minute,Normal,Normal,,40,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U64NSUU,3.0,2016-07,24.02,in,104.8,lb,101.1,150,24.0,Breaths/minute,Normal,Normal,4.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U64NSUU,4.0,2017-05,22.25,in,106.4,lb,100.4,120,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U64NSUU,5.0,2018-04,22.0,in,91.0,lb,100.4,112,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U64NSUU,6.0,2019-04,21.5,in,91.0,lb,100.7,120,36.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U64NSUU,7.0,2020-04,22.25,in,98.0,lb,100.4,120,,Panting (>60 breaths/minute),Normal,Normal,6.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U64NSUU,8.0,2021-05,,,34.16,lb,101.6,90,20,Breaths/minute,Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3U9JKEMM,0.0,2015-01,26.5,in,58.6,lb,102.1,80,30.0,Breaths/minute,Normal,Normal,,30,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3U9JKEMM,1.0,2016-01,21.5,in,85.6,lb,103.5,108,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3U9JKEMM,3.0,2018-06,22.0,in,82.9,lb,101.8,110,25.0,Breaths/minute,Normal,Normal,6.0,,Normal,,Normal,,3.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3UGJCECC,0.0,2013-07,21.0,in,54.0,lb,101.4,140,35.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3UGJCECC,1.0,2014-07,22.5,in,49.1,lb,99.5,100,40.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,,1.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3UGJCECC,2.0,2015-07,23.5,in,52.0,lb,101.5,100,,Not Evaluated,Normal,Normal,,20,Normal,,Normal,,,1.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3UGJCECC,3.0,2016-07,24.75,in,71.2,lb,101.2,110,37.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3UGJCECC,4.0,2017-08,21.0,in,64.6,lb,101.0,80,20.0,Breaths/minute,Normal,Normal,3.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3UGJCECC,5.0,2018-08,20.5,in,68.6,lb,101.8,120,36.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3UGJCECC,6.0,2019-08,20.5,in,73.2,lb,102.1,110,36.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3UGJCECC,7.0,2020-08,,,27.35,lb,101.4,116,36,Breaths/minute,Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3UGJCECC,8.0,2021-09,,,24.68,lb,101,68,14,Breaths/minute,Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3US5YZJJ,0.0,2015-01,17.0,in,53.0,lb,102.3,150,36.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3US5YZJJ,1.0,2016-01,22.0,in,57.5,lb,101.7,120,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3US5YZJJ,2.0,2017-01,20.87,in,54.3,lb,103.1,90,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3US5YZJJ,3.0,2018-01,22.0,in,54.6,lb,102.8,100,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3US5YZJJ,4.0,2019-01,22.5,in,55.3,lb,102.5,90,,Panting (>60 breaths/minute),Normal,Normal,6.0,,Normal,,Normal,,,1.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3V6P5EEE,0.0,2015-03,24.0,in,70.5,lb,103.7,120,37.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3V6P5EEE,1.0,2016-04,23.0,in,64.0,lb,103.8,130,,Panting (>60 breaths/minute),Normal,Agitated,,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3V6P5EEE,4.0,2019-04,23.0,in,66.2,lb,101.5,98,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3V6P5EEE,5.0,2020-03,22.0,in,71.8,lb,100.2,90,,Panting (>60 breaths/minute),Normal,Normal,7.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3V6P5EEE,6.0,2021-03,,,23.81,lb,102.5,120,,Panting (>60 breaths/minute),Normal,Normal,7,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3V6P5EEE,7.0,2022-03,,,24.04,lb,100.7,100,,Panting (>60 breaths/minute),Normal,Normal,9,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3V6P5EEE,8.0,2023-03,,,22.41,lb,102.5,96,,Panting (>60 breaths/minute),Increased,Normal,9,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3WMNIFDD,0.0,2013-03,23.0,in,65.4,lb,101.3,110,30.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3XBWRSQQ,0.0,2015-02,20.5,in,39.8,lb,101.6,128,36.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,,1.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3XBWRSQQ,1.0,2016-06,,,55.9,lb,102.0,108,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,,1.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3XBWRSQQ,2.0,2017-03,,,61.7,lb,101.7,108,36.0,Breaths/minute,Normal,Normal,,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3XBWRSQQ,3.0,2018-02,,,77.0,lb,102.4,92,,Panting (>60 breaths/minute),Normal,Normal,4.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3XBWRSQQ,4.0,2019-02,,,77.1,lb,101.7,108,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,3.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3XBWRSQQ,5.0,2020-03,,,77.7,lb,101.7,116,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3XBWRSQQ,6.0,2021-02,,,36.74,lb,100.9,120,,Panting (>60 breaths/minute),Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3XBWRSQQ,7.0,2022-05,,,43.91,lb,102.0,120,,Panting (>60 breaths/minute),Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3XBWRSQQ,8.0,2023-02,,,35.92,lb,100.6,120,,Panting (>60 breaths/minute),Normal,Normal,4,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3XQD0E33,0.0,2012-10,24.0,in,67.3,lb,102.1,120,78.0,Panting (>60 breaths/minute),Normal,Agitated,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3XTNPQTT,0.0,2013-06,26.0,in,83.0,lb,101.5,120,20.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3XTNPQTT,1.0,2014-07,24.0,in,75.2,lb,101.1,110,,Panting (>60 breaths/minute),Normal,Normal,,50,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3XTNPQTT,2.0,2015-07,26.5,in,81.0,lb,101.0,80,32.0,Breaths/minute,Normal,Normal,,40,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3XTNPQTT,5.0,2019-01,23.0,in,95.3,lb,101.4,80,48.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3Y67N8SS,0.0,2014-10,18.0,in,52.4,lb,99.3,120,30.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3Y67N8SS,1.0,2015-10,23.3,in,67.0,lb,99.0,90,20.0,Breaths/minute,Normal,Normal,,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3Y67N8SS,2.0,2016-09,22.8,in,67.0,lb,99.7,90,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3Y67N8SS,3.0,2017-09,7.5,in,66.0,lb,99.1,140,,Panting (>60 breaths/minute),Normal,Normal,4.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3Y67N8SS,4.0,2018-09,21.4,in,65.2,lb,100.5,104,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3Y67N8SS,5.0,2019-10,24.0,in,65.0,lb,101.9,150,,Panting (>60 breaths/minute),Normal,Agitated,7.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls3Y67N8SS,6.0,2020-10,,,32.79,lb,100.4,160,,Panting (>60 breaths/minute),Normal,Normal,7,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3Y67N8SS,7.0,2021-10,,,32.39,lb,101.3,120,,Panting (>60 breaths/minute),Normal,Normal,7,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3Y67N8SS,8.0,2022-09,,,29.3,lb,101.3,120,,Panting (>60 breaths/minute),Normal,Normal,6,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls3YOQ0X33,0.0,2014-06,20.0,in,72.6,lb,100.2,96,36.0,Breaths/minute,Normal,Normal,,10 (under weight),Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
