subject_id,year_in_study,record_date,any_vaccine,administered,type,type_other_specify
grls5V8XKYGG,2,2017-07,1,2017-07,bordetella bronchiseptica,
grls5V8XKYGG,4,2018-06,1,2018-05,rabies (3 year),
grls5V8XKYGG,4,2018-06,1,2018-05,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5V8XKYGG,5,2019-07,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5V8XKYGG,6,2020-06,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5V8XKYGG,7,2021-07,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5V8XKYGG,7,2021-07,1,,rabies (3 year),
grls5V8XKYGG,8,2022-07,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5WX99411,0,2014-11,1,2014-10,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls5WX99411,0,2014-11,1,2014-10,rabies (3 year),
grls5WX99411,0,2014-11,1,2014-11,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5WX99411,1,2015-11,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5WX99411,1,2015-11,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls5WX99411,2,2016-12,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5WX99411,3,2017-12,1,2017-10,rabies (3 year),
grls5WX99411,4,2018-10,1,2018-05,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5WX99411,4,2018-10,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls5WX99411,5,2019-12,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5WX99411,6,2021-01,1,,rabies (3 year),
grls5XCVFHTT,0,2013-09,1,2012-10,bordetella bronchiseptica,
grls5XCVFHTT,0,2013-09,1,2012-10,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls5XCVFHTT,0,2013-09,1,2012-10,rabies (3 year),
grls5XCVFHTT,2,2018-07,1,,bordetella bronchiseptica,
grls5XCVFHTT,2,2018-07,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XCVFHTT,4,2018-07,1,,"canine distemper, adenovirus type 2, parvovirus",
grls5XCVFHTT,4,2018-07,1,,rabies (3 year),
grls5XCVFHTT,5,2018-07,1,,canine influenza (unspecified),
grls5XCVFHTT,6,2019-03,1,2018-04,canine influenza (unspecified),
grls5XCVFHTT,6,2019-03,1,,bordetella bronchiseptica,
grls5XCVFHTT,6,2019-03,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XCVFHTT,6,2019-03,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls5XCVFHTT,6,2019-03,1,,rabies (3 year),
grls5XCVFHTT,7,2020-09,1,,bordetella bronchiseptica,
grls5XCVFHTT,7,2020-09,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XHD544,0,2014-02,1,2012-02,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XHD544,0,2014-02,1,2012-02,bordetella bronchiseptica,
grls5XHD544,0,2014-02,1,2012-02,bordetella bronchiseptica,
grls5XHD544,0,2014-02,1,2012-04,rabies (1 year),
grls5XHD544,0,2014-02,1,2013-04,rabies (3 year),
grls5XHD544,1,2015-04,1,2015-04,bordetella bronchiseptica,
grls5XHD544,1,2015-04,1,2015-04,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XHD544,1,2015-04,1,2015-04,canine parvovirus,
grls5XHD544,2,2016-02,0,,,
grls5XHD544,3,2017-02,1,2016-04,rabies (3 year),
grls5XHD544,3,2017-02,1,2016-04,bordetella bronchiseptica,
grls5XHD544,3,2017-02,1,2016-04,canine influenza (unspecified),
grls5XHD544,3,2017-02,1,2016-05,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XHD544,4,2018-01,1,2017-05,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XHD544,4,2018-01,1,2017-05,canine influenza (unspecified),
grls5XHD544,4,2018-01,1,2017-05,bordetella bronchiseptica,
grls5XHD544,5,2019-03,1,2018-07,bordetella bronchiseptica,
grls5XHD544,5,2019-03,1,2018-07,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XHD544,5,2019-03,1,2018-07,canine influenza (unspecified),
grls5XHD544,5,2020-02,1,2019-04,rabies (3 year),
grls5XHD544,5,2020-03,1,2019-07,canine influenza (unspecified),
grls5XHD544,5,2020-03,1,2019-07,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XHD544,6,2020-03,0,,,
grls5XHD544,8,2022-03,1,2021-06,"bordetella bronchiseptica, parainfluenza",
grls5XHD544,8,2022-03,1,2021-06,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XHD544,8,2022-03,1,2021-07,canine influenza (unspecified),
grls5XSBITZZ,0,2015-01,1,2014-09,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls5XSBITZZ,0,2015-01,1,2014-12,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XSBITZZ,0,2015-01,1,2014-11,rabies (3 year),
grls5XSBITZZ,1,2015-12,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XSBITZZ,2,2017-01,0,,,
grls5XSBITZZ,3,2018-01,1,2017-11,rabies (3 year),
grls5XSBITZZ,3,2018-01,1,2017-11,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XSBITZZ,4,2019-01,1,2018-11,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XSBITZZ,5,2020-01,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XSBITZZ,6,2021-01,1,2020-10,rabies (3 year),
grls5XSBITZZ,6,2021-01,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XSBITZZ,7,2022-01,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5XSBITZZ,8,2023-02,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5YLH52RR,0,2015-01,1,2014-04,rabies (3 year),
grls5YLH52RR,0,2015-01,1,2014-04,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 2 (canicola, icterohaemorrhagiae)",
grls5YLH52RR,0,2015-01,1,,other,crotalus atrox toxoid
grls5YPXBRXX,0,2013-06,0,,,
grls5YPXBRXX,1,2014-06,0,,,
grls5YPXBRXX,2,2015-06,1,2014-11,bordetella bronchiseptica,
grls5YPXBRXX,3,2016-06,0,,,
grls5YPXBRXX,4,2017-10,1,2016-11,bordetella bronchiseptica,
grls5YPXBRXX,5,2018-07,1,2018-05,bordetella bronchiseptica,
grls5YPXBRXX,6,2019-08,1,2018-10,rabies (3 year),
grls5YPXBRXX,8,2021-08,1,2022-10,bordetella bronchiseptica,
grls5YPXBRXX,8,2021-08,1,2022-06,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5YPXBRXX,8,2021-08,1,2021-12,rabies (3 year),
grls5YQ9QAOO,0,2015-01,1,2014-07,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls5YQ9QAOO,0,2015-01,1,2014-07,rabies (3 year),
grls5YQ9QAOO,1,2016-01,0,,,
grls5YQ9QAOO,2,2017-01,0,,,
grls5YQ9QAOO,3,2018-02,0,,,
grls5YQ9QAOO,4,2019-01,0,,,
grls5YQ9QAOO,5,2020-03,0,,,
grls5YQ9QAOO,7,2021-12,0,,,
grls5YY3Y33,0,2014-10,1,2014-03,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls5YY3Y33,0,2014-10,1,2014-04,"canine distemper, adenovirus type 2, coronavirus, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5YY3Y33,0,2014-10,1,2014-05,rabies (1 year),
grls5YY3Y33,0,2014-10,1,2014-04,bordetella bronchiseptica,
grls5YY3Y33,1,2015-10,1,2015-04,bordetella bronchiseptica,
grls5YY3Y33,1,2015-10,1,2015-04,"canine distemper, adenovirus type 2, coronavirus, parainfluenza, parvovirus, leptospirosis 2 (canicola, icterohaemorrhagiae)",
grls5YY3Y33,1,2015-10,1,2015-04,rabies (3 year),
grls5YY3Y33,2,2016-10,0,,,
grls5YY3Y33,3,2017-11,0,,,
grls5ZUT2BYY,0,2015-07,1,2015-02,rabies (1 year),
grls5ZUT2BYY,0,2015-07,1,2014-11,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls5ZUT2BYY,0,2015-07,1,2014-11,"canine distemper, parvovirus",
grls5ZUT2BYY,1,2016-06,1,2016-02,bordetella bronchiseptica,
grls5ZUT2BYY,2,2017-05,1,2017-04,"bordetella bronchiseptica, parainfluenza",
grls5ZUT2BYY,3,2018-04,1,2017-08,canine influenza (unspecified),
grls5ZUT2BYY,3,2018-04,1,2018-03,bordetella bronchiseptica,
grls5ZUT2BYY,4,2019-06,1,2018-11,canine influenza (unspecified),
grls5ZUT2BYY,4,2019-06,1,2019-03,rabies (3 year),
grls5ZUT2BYY,4,2019-06,1,2019-04,"bordetella bronchiseptica, parainfluenza",
grls5ZUT2BYY,5,2020-08,1,,bordetella bronchiseptica,
grls5ZUT2BYY,5,2020-08,1,,other,bivlanet canine influenza (h3n2/h3n8)
grls5ZUT2BYY,6,2021-08,1,2020-09,other,canine influenza (unspecified)
grls5ZUT2BYY,6,2021-08,1,2021-02,bordetella bronchiseptica,
grls5ZUT2BYY,7,2022-06,1,2021-08,bordetella bronchiseptica,
grls5ZUT2BYY,7,2022-06,1,2021-09,canine influenza (unspecified),
grls5ZUT2BYY,7,2022-06,1,2022-02,rabies (3 year),
grls5ZUT2BYY,8,2023-07,1,2022-10,canine influenza (unspecified),
grls5ZUT2BYY,8,2023-07,1,2023-02,"bordetella bronchiseptica, parainfluenza",
grls5ZVIKUJJ,0,2014-10,1,2014-05,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5ZVIKUJJ,0,2014-10,1,2014-05,rabies (1 year),
grls5ZVIKUJJ,0,2014-10,1,2014-05,bordetella bronchiseptica,
grls5ZVIKUJJ,0,2015-07,1,2015-05,rabies (3 year),
grls5ZVIKUJJ,0,2015-07,1,2015-06,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5ZVIKUJJ,1,2015-10,0,,,
grls5ZVIKUJJ,2,2016-10,0,,,
grls5ZVIKUJJ,3,2017-10,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5ZVIKUJJ,4,2018-10,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5ZVIKUJJ,5,2019-10,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5ZVIKUJJ,6,2020-10,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5ZVIKUJJ,7,2021-10,1,2021-05,rabies (3 year),
grls5ZVIKUJJ,7,2021-10,1,2021-07,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls5ZVIKUJJ,8,2022-10,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls605WYO22,0,2013-10,1,2013-05,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls605WYO22,0,2013-10,1,2013-08,rabies (1 year),
grls605WYO22,1,2014-10,1,2014-09,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls605WYO22,1,2014-10,1,2014-09,rabies (3 year),
grls605WYO22,2,2015-11,0,,,
grls605WYO22,3,2016-10,0,,,
grls605WYO22,4,2017-11,1,2017-09,rabies (3 year),
grls605WYO22,4,2017-11,1,2017-03,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls605WYO22,5,2018-11,1,2018-02,canine influenza (unspecified),
grls605WYO22,6,2019-10,1,2019-07,other,canine influenza (unspecified)
grls605WYO22,7,2020-11,1,2020-10,rabies (3 year),
grls605WYO22,8,2021-11,0,,,
grls60B7GTOO,0,2013-02,1,2012-08,rabies (3 year),
grls60B7GTOO,0,2013-02,1,2013-02,"canine distemper, adenovirus type 2, parvovirus",
grls60B7GTOO,0,2013-02,1,2013-02,"borrelia burgdorferi, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls60PTJPGG,0,2013-05,1,2012-11,"canine distemper, adenovirus type 2, coronavirus, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls60PTJPGG,0,2013-05,1,2012-11,bordetella bronchiseptica,
grls60PTJPGG,0,2013-05,1,2012-11,rabies (1 year),
grls60PTJPGG,1,2014-07,1,2014-01,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls60PTJPGG,1,2014-07,1,2014-01,rabies (3 year),
grls60PTJPGG,1,2014-07,1,2014-01,bordetella bronchiseptica,
grls60PTJPGG,2,2015-04,0,,,
grls60PTJPGG,3,2016-04,1,2015-11,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls60PTJPGG,3,2016-04,1,2015-11,"canine distemper, adenovirus type 2",
grls60PTJPGG,3,2016-04,1,2015-11,bordetella bronchiseptica,
grls60PTJPGG,4,2017-04,1,2016-11,rabies (3 year),
grls60PTJPGG,4,2017-04,1,2016-11,bordetella bronchiseptica,
grls60PTJPGG,4,2017-04,1,2016-11,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls60TLDVHH,0,2014-12,1,2014-03,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls60TLDVHH,0,2014-12,1,2014-03,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls60TLDVHH,0,2014-12,1,2014-03,bordetella bronchiseptica,
grls60TLDVHH,0,2014-12,1,2014-03,rabies (1 year),
grls60TLDVHH,2,2016-09,1,,bordetella bronchiseptica,
grls60TLDVHH,2,2016-09,1,,"canine distemper, adenovirus type 2, coronavirus, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls60TLDVHH,3,2017-09,1,2017-03,bordetella bronchiseptica,
grls60TLDVHH,3,2017-09,1,,bordetella bronchiseptica,
grls60TLDVHH,3,2017-09,1,,"canine distemper, adenovirus type 2, coronavirus, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls60TLDVHH,4,2018-09,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls60TLDVHH,4,2018-09,1,,rabies (3 year),
grls60TLDVHH,4,2018-09,1,,canine influenza (unspecified),
grls60TLDVHH,5,2019-09,1,,"adenovirus type 2, bordetella bronchiseptica, parainfluenza",
grls60TLDVHH,5,2019-09,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls60TLDVHH,5,2019-09,1,,canine influenza (unspecified),
grls60TLDVHH,6,2020-09,1,,"adenovirus type 2, bordetella bronchiseptica, parainfluenza",
grls60TLDVHH,6,2020-09,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls60TLDVHH,7,2021-11,1,,canine influenza (unspecified),
grls60TLDVHH,7,2021-11,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls60TLDVHH,7,2021-11,1,,other,bordetella bronchiseptica
grls60TLDVHH,8,2022-10,0,,,
grls6197EN,0,2014-05,1,2014-03,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6197EN,0,2014-05,1,2014-04,rabies (3 year),
grls6197EN,1,2015-04,1,2015-04,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6197EN,2,2016-04,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6197EN,3,2017-04,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls6197EN,3,2017-04,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6197EN,3,2017-04,1,,rabies (3 year),
grls6197EN,4,2018-05,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6197EN,5,2019-05,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6197EN,6,2020-05,1,,rabies (3 year),
grls6197EN,6,2020-05,1,,"canine distemper, adenovirus type 2, parvovirus",
grls6197EN,6,2020-05,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6197EN,7,2021-05,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6197EN,8,2022-05,1,,bordetella bronchiseptica,
grls6197EN,8,2022-05,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls61OSN6II,0,2014-07,1,2013-11,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls61OSN6II,0,2014-07,1,2013-12,rabies (1 year),
grls61OSN6II,0,2014-07,1,2013-11,bordetella bronchiseptica,
grls61OSN6II,1,2017-03,0,,,
grls61OSN6II,3,2017-03,0,,,
grls61SREENN,0,2014-11,1,2014-07,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls61SREENN,0,2014-11,1,2014-07,"canine distemper, adenovirus type 2",
grls61SREENN,0,2014-11,1,2014-07,rabies (3 year),
grls61SREENN,0,2014-11,1,2014-07,other,bordetella bronchiseptica
grls61SREENN,1,2015-11,1,2014-07,rabies (3 year),
grls61SREENN,1,2015-11,1,2014-07,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls61SREENN,1,2015-11,1,2014-07,bordetella bronchiseptica,
grls61SREENN,1,2015-11,1,2014-07,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls61SREENN,2,2016-11,1,2016-09,bordetella bronchiseptica,
grls61SREENN,2,2016-11,1,2016-09,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls61SREENN,3,2017-10,1,,bordetella bronchiseptica,
grls61SREENN,3,2017-10,1,,"canine distemper, adenovirus type 2, parvovirus",
grls61SREENN,3,2017-10,1,,rabies (3 year),
grls61SREENN,3,2017-10,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls61SREENN,3,2017-10,1,,canine influenza (unspecified),
grls61SREENN,4,2018-11,1,,bordetella bronchiseptica,
grls61SREENN,4,2018-11,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls61SREENN,5,2019-11,1,,bordetella bronchiseptica,
grls61SREENN,5,2019-11,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls61SREENN,6,2020-12,1,,bordetella bronchiseptica,
grls61SREENN,6,2020-12,1,,rabies (3 year),
grls61SREENN,6,2020-12,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls61SREENN,6,2020-12,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls61SREENN,7,2021-12,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls61SREENN,7,2021-12,1,,bordetella bronchiseptica,
grls6225DWII,0,2014-04,1,2013-08,rabies (3 year),
grls6225DWII,0,2014-04,1,2013-08,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls6225DWII,0,2014-04,1,2013-09,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6225DWII,0,2014-04,1,2013-07,"bordetella bronchiseptica, parainfluenza",
grls6225DWII,1,2016-01,1,2015-12,"bordetella bronchiseptica, parainfluenza",
grls6225DWII,1,2016-01,1,2015-12,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls622X0ZCC,0,2014-12,1,2014-03,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls622X0ZCC,0,2014-12,1,2014-03,rabies (3 year),
grls622X0ZCC,0,2014-12,1,2014-03,bordetella bronchiseptica,
grls622X0ZCC,1,2015-12,1,2015-07,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls622X0ZCC,2,2017-01,1,2016-06,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls622X0ZCC,3,2018-01,1,2017-12,"canine distemper, adenovirus type 2, parvovirus",
grls622X0ZCC,4,2019-01,1,2018-07,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls622X0ZCC,5,2020-01,1,,bordetella bronchiseptica,
grls622X0ZCC,6,2021-03,1,2020-06,rabies (3 year),
grls622X0ZCC,6,2021-03,1,2017-12,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls622X0ZCC,6,2021-03,1,2020-01,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls622X0ZCC,6,2021-03,1,2020-01,bordetella bronchiseptica,
grls622X0ZCC,7,2022-04,0,,,
grls622X0ZCC,8,2023-03,0,,,
grls6296WOLL,0,2013-06,1,2013-02,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls6296WOLL,0,2013-06,1,2013-02,borrelia burgdorferi,
grls6296WOLL,0,2013-06,1,2013-02,rabies (3 year),
grls62XRUTII,0,2015-01,1,2015-01,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls62XRUTII,0,2015-01,1,2015-01,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls62XRUTII,0,2015-01,1,2015-01,rabies (3 year),
grls62XRUTII,0,2015-01,1,2015-01,bordetella bronchiseptica,
grls62XRUTII,0,2015-01,1,2015-01,borrelia burgdorferi,
grls62XRUTII,1,2016-01,1,2015-10,bordetella bronchiseptica,
grls62XRUTII,1,2016-01,1,,borrelia burgdorferi,
grls62XRUTII,1,2016-01,1,,"canine distemper, adenovirus type 2, coronavirus, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls62XRUTII,2,2017-01,1,2016-09,bordetella bronchiseptica,
grls62XRUTII,2,2017-01,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls62XRUTII,2,2017-01,1,,borrelia burgdorferi,
grls62XRUTII,4,2019-02,1,2018-11,bordetella bronchiseptica,
grls62XRUTII,4,2019-02,1,,borrelia burgdorferi,
grls62XRUTII,4,2019-02,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls62XRUTII,5,2020-02,1,,bordetella bronchiseptica,
grls62XRUTII,5,2020-02,1,,borrelia burgdorferi,
grls62XRUTII,5,2020-02,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls62XRUTII,5,2020-02,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls62XRUTII,6,2021-02,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls62XRUTII,6,2021-02,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls62XRUTII,6,2021-02,1,,borrelia burgdorferi,
grls62XRUTII,6,2021-02,1,,"adenovirus type 2, bordetella bronchiseptica, parainfluenza",
grls62XRUTII,6,2021-02,1,,rabies (3 year),
grls62XRUTII,7,2022-02,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls62XRUTII,7,2022-02,1,,borrelia burgdorferi,
grls62XRUTII,7,2022-02,1,,"bordetella bronchiseptica, parainfluenza",
grls62XRUTII,8,2023-03,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus, leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls62XRUTII,8,2023-03,1,,"adenovirus type 2, bordetella bronchiseptica, parainfluenza",
grls62XRUTII,8,2023-03,1,,borrelia burgdorferi,
grls6340WFZZ,0,2014-01,1,2013-09,bordetella bronchiseptica,
grls6340WFZZ,0,2014-01,1,2013-05,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6340WFZZ,0,2014-01,1,2013-05,rabies (3 year),
grls6340WFZZ,0,2014-01,1,2013-05,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls6340WFZZ,0,2014-01,1,2012-05,rabies (1 year),
grls6340WFZZ,1,2015-01,1,2014-03,bordetella bronchiseptica,
grls6340WFZZ,1,2015-01,1,2014-05,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls6340WFZZ,1,2015-01,1,2014-05,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6340WFZZ,2,2016-01,1,2015-03,bordetella bronchiseptica,
grls6340WFZZ,2,2016-01,1,2015-05,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6340WFZZ,3,2017-01,1,2016-02,bordetella bronchiseptica,
grls6340WFZZ,3,2017-01,1,2016-04,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6340WFZZ,3,2017-01,1,2016-04,rabies (3 year),
grls6340WFZZ,3,2017-01,1,,"canine distemper, adenovirus type 2, parainfluenza, parvovirus",
grls6340WFZZ,4,2018-01,1,2017-06,bordetella bronchiseptica,
grls6340WFZZ,4,2018-01,1,,"adenovirus type 2, bordetella bronchiseptica, parainfluenza",
grls6340WFZZ,4,2018-01,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
grls6340WFZZ,5,2019-01,1,,bordetella bronchiseptica,
grls6340WFZZ,5,2019-01,1,,"leptospirosis 4 (canicola, grippotyphosa, icterohaemorrhagiae, pomona)",
